longitude;latitude;Road name;Culvert material;Overall condition;Height (in.);Width (in.);Length (ft.);Culvert type
-72.084667106;44.744155583;LAKEVIEW RD;Steel Corrugated;Good;18;18;36;Round
-72.284755705;44.029694275;COPPER MINE RD;Steel Corrugated;Fair;15;15;32;Round
-72.801397;43.478056;HORTONVILLE RD;Plastic Smooth;Good;18;18;40;Round
-72.759738027;44.031778554;SANDUSKY RD;Plastic Corrugated;Fair;15;15;20;Round
-72.856807041;44.116688999;MAIN ST;Plastic Corrugated;Fair;12;12;10;Round
-73.113651574;44.436970579;HURRICANE LN;Plastic Corrugated;Good;24;24;29;Round
-73.280713;44.343038;HILLS POINT RD;Steel Corrugated;Good;12;12;60;Round
-72.354258;43.902187;OLD CITY FALLS RD;Plastic Smooth;Excellent;24;24;60;Round
-72.092631759;44.904234069;BUSHEY HILL RD;Plastic Smooth;Excellent;18;18;40;Round
-72.970428554;42.968505645;SOMERSET RD;Steel Corrugated;Good;36;36;32;Round
-72.576936884;44.307842703;MILL RD;Plastic Smooth;Excellent;15;15;40;Round
-73.140151;43.371196;KELLEY HILL RD;Plastic Smooth;Excellent;18;18;44;Round
-72.458733073;43.952614417;MOXLEY RD;Steel Corrugated;Poor;15;15;30;Round
-72.966224732;44.653948244;GOOSE POND RD;Steel Corrugated;Fair;15;15;30;Round
-73.182192391;43.750337887;DELANCEY RD;Steel Corrugated;Fair;15;15;35;Round
-72.227561591;44.018745269;GOOSE GREEN RD;Steel Corrugated;Good;18;18;40;Round
-72.720677211;43.220292551;WHITE RD;Plastic Smooth;Fair;15;15;40;Round
-73.239350617;44.561108928;MARBLE ISLAND RD;Plastic Smooth;Good;24;24;60;Round
-72.485120898;43.639615237;RIVER RD;Plastic Smooth;Good;18;18;25;Round
-73.339553606;44.870768784;MAIN ST;Steel Corrugated;Good;18;18;20;Round
-71.990686247;44.908805668;OXBOW RD;Plastic Smooth;Excellent;18;18;56;Round
-72.325012618;43.970450096;VERSHIRE CENTER RD;Steel Corrugated;Good;192;132;80;Ellipse/Squashed
-72.409948862;43.766192314;QUIMBY MOUNTAIN RD;Concrete Sectional;Good;18;18;25;Box
-73.039777355;43.662974031;HIGH ST;Unknown;Unknown;0;0;78;Unknown
-72.107228691;44.315631722;FERGUSON RD;Steel Corrugated;Excellent;16;16;20;Round
-72.815505723;43.904967328;QUARRY HILL RD;Steel Corrugated;Fair;15;15;40;Round
-73.034631;44.176449;UPPER MEEHAN RD;Steel Corrugated;Closed;15;15;32;Round
-72.453576986;43.661800332;HEMENWAY;"Pipe, Plastic";Good;15;15;50;Round
-72.620928;44.270707;LOWER SUNNY BROOK RD;Steel Corrugated;Fair;60;96;40;Ellipse/Squashed
-72.407406897;44.24358498;BROOK RD;Other;Fair;24;24;45;Other
-72.77623146;44.186936013;LONG RD;Steel Corrugated;Good;18;18;40;Round
-72.629247975;45.001274967;CORLISS RD;Steel Corrugated;Fair;12;12;35;Round
-72.57478656;44.212672806;PAINE TPKE N;Concrete Sectional;Good;15;15;100;Round
-73.308468537;43.72483568;COATES HILL RD;Plastic Corrugated;Good;20;20;20;Round
-72.701717163;44.355947302;PERRY HILL RD;Steel Corrugated;Good;108;144;50;Ellipse/Squashed
-72.434342981;43.650303329;MURPHYS RD;"Pipe, Plastic";Unknown;18;18;100;Round
-72.679074539;44.146018499;TERRY HILL RD;Other;Good;18;18;20;Other
-72.140764367;44.413758221;HILL ST;Steel Corrugated;Excellent;15;15;30;Round
-72.582996359;44.050712595;EAST ST;"Pipe, Metal";Fair;16;16;30;Unknown
-72.249609874;44.74905172;E ALBANY RD;Steel Corrugated;Excellent;18;18;40;Round
-72.636205554;43.849683363;SANDERS RD;Steel Corrugated;Poor;12;12;35;Round
-72.696673213;43.35189375;S HILL RD;Steel Corrugated;Fair;24;24;36;Round
-71.973598548;44.913052434;DUTTON RD;Steel Corrugated;Fair;12;12;33;Round
-72.233252781;44.506969215;COLES POND RD;Steel Corrugated;Fair;15;15;40;Round
-72.518267711;43.618250979;PINE ST;Steel Corrugated;Good;15;15;15;Round
-72.206003695;44.845181179;RIVER RD;Steel Corrugated;Good;24;24;38;Round
-72.641311313;44.265355477;JONES BROOK RD;Steel Corrugated;Poor;15;15;35;Round
-72.504071;43.876634;HOWE LN;Steel Corrugated;Unknown;24;24;30;Round
-73.146436665;44.046686935;HALPIN RD;Steel Corrugated;Excellent;18;18;33;Round
-72.809321753;43.2642173;HIGHLAND VIEW RD;Steel Corrugated;Fair;18;18;40;Round
-73.202234;43.671983;JOHNSON SPOONER RD;Plastic Smooth;Critical;15;15;30;Round
-72.649351414;44.536045215;LYLE MCKEE FARM RD;Steel Corrugated;Fair;15;15;40;Round
-72.248948566;43.848452969;FIVE CORNERS RD;Steel Corrugated;Poor;12;12;40;Round
-72.09440221;44.605523692;MOSHER RD;Steel Corrugated;Fair;10;10;26;Round
-72.476980043;42.737455669;POND RD;Steel Corrugated;Good;72;72;50;Round
-72.657593298;44.622662472;COLLINS HILL RD;Steel Corrugated;Good;18;18;38;Round
-72.45813754;43.40370605;WEATHERSFIELD CENTER RD;Plastic Corrugated;Good;24;24;31;Round
-73.001995434;44.524417832;OLD PUMP RD;Plastic Corrugated;Good;18;18;30;Round
-73.342170082;44.904008602;NORTH POINT RD;Metal - undefined type;Good;12;12;20;Round
-73.055858;43.560432;WEST RD;Unknown;Good;18;18;21;Round
-72.379560517;43.875030547;JUSTIN MORRILL MEMORIAL HWY;Steel Corrugated;Fair;24;24;48;Round
-72.087881976;44.73049254;WHEELER MOUNTAIN RD;Steel Corrugated;Closed;12;12;24;Round
-72.285915577;44.579802863;CEMETERY RDG;Steel Corrugated;Good;15;15;30;Round
-73.196009;44.352025;LIME KILN RD;Steel Corrugated;Poor;12;12;30;Round
-73.178409;43.413791;E WELLS RD;Steel Corrugated;Fair;15;15;48;Round
-72.599279544;44.157498185;BELLEMORE RD;Other;Closed;15;15;20;Other
-72.781868844;43.19595847;UNDER THE MOUNTAIN RD;Steel Corrugated;Fair;18;18;32;Round
-72.725099;43.784136;LAURY RD;Steel Corrugated;Poor;18;18;30;Round
-72.609606887;44.580463298;PINEWOOD EST;Steel Corrugated;Fair;15;15;40;Round
-72.866788396;44.880445377;SWAMP RD;Concrete Sectional;Excellent;74;142;516;Box
-72.256298273;44.338687285;PEACHAM POND RD;Steel Corrugated;Good;0;0;20;Round
-72.025633764;44.606575344;S RIDGE RD;Plastic Smooth;Good;12;12;42;Round
-72.711313743;43.196994183;ROUTE 121;Plastic Smooth;Good;30;30;40;Round
-72.855306852;44.590121594;WESTMAN RD;Steel Corrugated;Fair;18;18;40;Round
-72.74273183;42.824013395;MOSS HOLLOW RD;Steel Corrugated;Fair;48;48;0;Round
-71.977091919;44.538202555;WHIPPLE HILL DR;Steel Corrugated;Fair;15;15;30;Round
-72.601172502;42.827099569;SOUTH ST;Plastic Corrugated;Good;18;18;50;Round
-73.288324098;43.983497478;HEMENWAY RD;Steel Corrugated;Fair;15;15;30;Round
-71.984178104;44.394540947;SIMPSON BROOK RD;Steel Corrugated;Fair;24;24;40;Round
-73.352573659;44.196090719;BASIN HARBOR RD;Steel Corrugated;Excellent;24;24;50;Round
-72.80959748;43.233623813;BARKER RD;Steel Corrugated;Fair;15;15;36;Round
-73.241726579;42.760461281;NW HILL RD;Plastic Corrugated;Excellent;24;24;42;Round
-72.156723391;44.430114278;CALKINS CAMP RD;Steel Corrugated;Excellent;12;12;20;Round
-73.222076647;44.262746591;MOUNT PHILO RD;Steel Corrugated;Fair;15;15;20;Round
-72.551634426;43.33118633;DAVIDSON HILL RD;Plastic Corrugated;Good;24;24;30;Round
-72.28642685;43.780278057;LADEAU RD;Plastic Corrugated;Good;15;15;50;Round
-72.555099276;43.726417203;LIME POND RD;Steel Corrugated;Fair;15;15;40;Round
-72.70398;43.979564;BRAINTREE HILL RD;Plastic Corrugated;Good;18;18;35;Round
-72.253453088;43.788289926;CAMPBELL FLATS RD;Steel Corrugated;Poor;12;12;40;Round
-72.09794069;44.453004003;JAMIESON RD;Plastic Corrugated;Excellent;18;18;40;Round
-72.570164802;43.238309877;HORSESHOE RD;Plastic Smooth;Fair;18;18;30;Round
-72.214610187;44.533787385;SILVER RD;Steel Corrugated;Good;36;48;40;Ellipse/Squashed
-73.276089328;42.810386593;INDIAN MASSACRE RD;Steel Corrugated;Critical;12;12;19;Round
-72.173782997;44.271260504;ELIZABETH FARM RD;Steel Corrugated;Poor;12;12;40;Round
-72.386935698;44.298856761;NASMITH BROOK RD;Steel Corrugated;Good;15;15;40;Round
-73.196538123;44.426846661;PHEASANT WAY;Steel Corrugated;Fair;12;12;19;Round
-73.239881;43.875385;WEBSTER RD;Plastic Corrugated;Good;15;15;25;Round
-73.270374567;42.819315814;TUBBS RD;Plastic Corrugated;Critical;18;18;30;Round
-72.754480317;44.885620687;BOSTON POST RD;Plastic Corrugated;Excellent;30;30;50;Round
-72.477935916;43.608144319;GRAY RD;Concrete Sectional;Good;24;24;20;Round
-72.135646937;44.380887919;BROOK RD;Steel Corrugated;Excellent;15;15;31;Round
-73.119597;43.502895;NORTH ST;Steel Corrugated;Good;15;15;40;Round
-72.515301111;42.973623143;HI LO BIDDY RD;Steel Corrugated;Poor;15;15;30;Round
-71.913005281;44.639502885;CARTER RD;Steel Corrugated;Fair;12;12;20;Round
-73.060265;43.610533;WATER ST;Stone;Unknown;4;36;29;Box
-72.418208976;43.651162329;LYMAN BATCHELLER RD;"Pipe, Plastic";Good;15;15;40;Round
-72.65639308;44.446631056;N HOLLOW RD;Steel Corrugated;Fair;18;18;34;Round
-72.250489813;44.388092537;MACK MOUNTAIN RD;Plastic Corrugated;Good;36;36;35;Round
-72.341475493;43.782707609;TURNPIKE RD;Plastic Corrugated;Good;24;24;30;Round
-72.51061539;44.013662492;WILLIAMSTOWN RD;Steel Corrugated;Fair;12;12;30;Round
-72.144756059;44.293022036;HARVEY MOUNTAIN RD;Steel Corrugated;Excellent;18;18;40;Round
-71.912972319;44.459118938;BURROUGHS RD;Steel Corrugated;Critical;24;24;30;Round
-73.128829936;44.928600518;JONERGIN DR;Unknown;Closed;0;0;0;Unknown
-72.636161737;43.267008594;MALONE RD;Plastic Corrugated;Good;12;12;60;Round
-73.172248707;44.632312577;MORGAN RD;Steel Corrugated;Good;18;18;35;Drop Inlet
-72.846528277;43.669325926;MERRY MAPLE DR;"Pipe, Plastic";Excellent;24;24;40;Round
-72.158511196;44.77982294;CHAMBERLIN RD;Plastic Corrugated;Excellent;24;24;36;Round
-72.275317984;44.018956743;COOKEVILLE RD;Steel Corrugated;Fair;18;18;40;Round
-72.738369815;44.394032197;GREGG HILL RD;Plastic Corrugated;Good;36;36;35;Round
-72.708084422;42.988657315;NEWFANE HILL RD;Plastic Smooth;Excellent;24;24;55;Round
-73.093081712;44.413062657;SUNSET HILL RD;Steel Corrugated;Fair;18;18;25;Round
-72.171985749;44.331720468;BAYLEY HAZEN RD;Steel Corrugated;Fair;12;12;12;Round
-72.215367241;44.756920958;BURTON HILL RD;Steel Corrugated;Excellent;24;24;40;Round
-72.724834862;43.144235021;BURBEE POND RD;Steel Corrugated;Good;15;15;40;Round
-72.86849;43.433825;FOWLER BROOK RD;Steel Corrugated;Fair;18;18;19;Round
-72.906793158;43.184182023;FRENCH HOLLOW RD;Plastic Smooth;Good;16;16;30;Round
-73.143765;43.438742;LAMB HILL RD;Plastic Smooth;Good;18;18;30;Round
-73.235677009;43.248745464;VT ROUTE 153;"Pipe, Plastic";Good;15;15;25;Other
-72.35954574;43.84400622;STAGE RD;Steel Corrugated;Poor;12;12;36;Round
-72.377699262;44.408059967;KEENE FARM RD;Plastic Corrugated;Poor;15;15;25;Round
-72.768631;44.240951;PONY FARM RD;Steel Corrugated;Good;18;18;50;Round
-73.331144;43.858092;HEMENWAY HILL RD;Plastic Corrugated;Good;18;18;54;Round
-73.132034315;44.432502836;S BROWNELL RD;Plastic Corrugated;Good;24;24;40;Round
-72.575355;43.879874;CLAY WIGHT RD;Steel Corrugated;Good;18;18;40;Round
-72.700212226;44.969265654;GODIN RD;Steel Corrugated;Fair;15;15;30;Round
-72.677687897;44.638412041;CLAY HL;Steel Corrugated;Good;18;18;60;Round
-73.001965877;43.636255043;MCKINLEY AVE;Plastic Corrugated;Good;18;18;40;Round
-72.630726306;43.820965368;NORTH RD;Steel Corrugated;Good;18;18;1;Drop Inlet
-72.665860413;44.962516665;GUILMETTE RD;Plastic Corrugated;Good;12;12;40;Round
-72.486092609;44.341552939;ADAMANT RD;Steel Corrugated;Fair;12;12;30;Round
-73.069926873;43.191747527;WEST RD;Plastic Corrugated;Excellent;18;18;62;Round
-72.610473236;43.010812851;GRASSY BROOK RD;Steel Corrugated;Good;15;15;35;Round
-73.175882;44.30327;PRINDLE RD;Plastic Corrugated;Good;24;24;40;Round
-71.918189133;44.727300748;BECK POND RD;Steel Corrugated;Fair;36;36;30;Round
-72.206329611;44.740267397;ROARING BROOK RD;Steel Corrugated;Excellent;18;18;50;Round
-72.517700149;43.810121877;PLEASANT ST;Steel Corrugated;Good;18;18;40;Round
-72.030653354;44.623055721;WHEELOCK RD;Steel Corrugated;Good;15;15;30;Round
-72.953448307;42.760340211;JOHN BIRCH DR;Plastic Smooth;Fair;15;15;25;Round
-73.10204;43.480393;FITZGERALD RD;Steel Corrugated;Fair;18;18;32;Round
-73.073866024;44.487180367;RIDGE RD;Steel Corrugated;Good;8;8;20;Round
-72.487232256;43.561326731;DENSMORE HILL RD;Steel Corrugated;Poor;15;15;20;Round
-73.111114212;44.529591032;LOST NATION RD;Steel Corrugated;Fair;18;18;40;Round
-72.873835309;44.685010874;RUSHFORD RD;Steel Corrugated;Fair;12;12;30;Round
-72.786870368;43.020696279;FINKEL RD;Plastic Smooth;Fair;48;48;30;Round
-72.602755743;44.056194309;STONE RD;"Pipe, Metal";Unknown;0;0;0;Unknown
-72.188165012;44.245127644;GREAT RD;Steel Corrugated;Good;15;15;30;Round
-72.761250449;43.291968913;ANDOVER RIDGE RD;Steel Corrugated;Excellent;16;16;40;Round
-72.179230642;44.801487073;COUNTRY CLUB LN;Steel Corrugated;Fair;15;15;37;Round
-72.548501369;43.822321805;GEE HILL RD;Steel Corrugated;Poor;12;12;20;Round
-71.894142038;44.448556153;WOODWARD RD;Steel Corrugated;Fair;15;15;30;Round
-72.436222696;43.853297737;ROBINSON RD;Steel Corrugated;Good;15;15;48;Round
-72.786342603;43.067849892;MOWREY RD;Steel Corrugated;Good;24;24;40;Round
-72.504731322;44.174452528;WILSON ST;Steel Corrugated;Fair;15;15;20;Round
-72.596627;44.332425;CULVER HILL RD;Steel Corrugated;Closed;15;15;30;Round
-72.616240966;43.626152985;N BRIDGEWATER RD;Steel Corrugated;Fair;15;15;30;Round
-73.258698237;42.81932688;HEMLOCK HILL RD;Steel Corrugated;Fair;15;15;22;Round
-72.61381616;44.651195049;WHITAKER RD;Plastic Corrugated;Fair;18;18;40;Round
-72.802452;43.397438;HEDGEHOG HILL RD S;Steel Corrugated;Good;18;18;30;Round
-72.975578321;44.442343123;AYERS DR;Steel Corrugated;Good;24;24;42;Round
-72.708794;43.49903014;BILLINGS RD;Steel Corrugated;Good;24;24;54;Round
-72.622791902;44.112142661;LOOP RD;Other;Good;24;24;30;Other
-73.02359663;43.521488221;W TINMOUTH RD;Plastic Corrugated;Good;15;15;46;Round
-72.929772;44.411863;STAGE RD;Steel Corrugated;Fair;12;12;40;Round
-72.830668279;43.050769502;HEMLOCK HILL RD;Plastic Smooth;Good;18;18;40;Round
-72.471656987;44.370754196;ELMSLIE RD;Steel Corrugated;Poor;36;36;24;Round
-73.185705;43.609868;MAIN ST;Stone;Poor;4;12;147;Other
-73.201993025;42.995974794;VT ROUTE 7A;"Aluminum, wrought iron, or cast iron";Poor;24;24;25;Round
-72.531179021;43.478018882;HURRICANE HL;Plastic Corrugated;Good;18;18;32;Round
-73.231797;43.925606;S BINGHAM ST;Plastic Smooth;Excellent;18;18;50;Round
-72.239961629;44.717426878;MONETTE PL;Steel Corrugated;Good;15;15;32;Round
-72.964777299;44.553659176;CILLEY HILL RD;"Pipe, Plastic";Good;18;18;40;Round
-72.74331286;43.53133307;DEAD END RD;Steel Corrugated;Good;18;18;28;Round
-73.200211;44.27996;Add Road Name in App;Plastic Corrugated;Good;18;18;40;Round
-73.068688125;43.204370589;WEST RD;Metal - undefined type;Good;18;18;32;Round
-72.129363191;44.805296196;HUNT HILL RD;Steel Corrugated;Good;12;12;20;Round
-72.426357979;43.700615343;QUECHEE WEST HARTFORD RD;Other;Good;15;15;40;Round
-72.579382916;43.079399725;BROOKLINE RD;Plastic Smooth;Poor;15;15;24;Round
-72.026360782;44.63336912;UNDERPASS RD;Steel Corrugated;Unknown;12;12;224;Drop Inlet
-73.114834;43.802846;HOLLOW RD;Plastic Smooth;Good;15;15;32;Round
-72.703431152;44.971925272;GODIN RD;Plastic Corrugated;Good;15;15;30;Round
-72.9438231;43.639240045;POST RD;Plastic Corrugated;Fair;24;24;44;Round
-72.198885335;44.269032934;HARV ORR RD;Steel Corrugated;Good;24;24;18;Round
-72.495117;43.50165;COWSHED TRL;Steel Corrugated;Critical;15;15;40;Round
-72.37619832;43.86953473;JUSTIN MORRILL MEMORIAL HWY;Steel Corrugated;Fair;24;24;36;Round
-73.264972148;43.047910222;BLACK HOLE HOLLOW RD;"Pipe, Plastic";Excellent;24;24;40;Round
-72.314842892;44.035570999;MAGOON HILL RD;Steel Corrugated;Fair;12;12;32;Round
-73.292866723;44.697290365;EAST SHORE S;Plastic Corrugated;Excellent;18;18;40;Round
-73.075004;44.445801;SOUTHFIELD DR;Steel Corrugated;Good;15;15;20;Round
-72.402398927;44.829522005;CARTER RD;Steel Corrugated;Good;15;15;20;Round
-73.005010987;43.596344913;CAMPBELL RD;"Pipe, Plastic";Good;15;15;20;Round
-72.11497376;44.907146199;SALEM DERBY RD;Steel Corrugated;Fair;12;12;30;Round
-72.563522809;44.279225865;NORTH ST;Plastic Smooth;Good;18;18;44;Round
-72.82651669;43.695327651;GREEN MOUNTAIN NATIONAL DR;Plastic Smooth;Unknown;999;999;999;Round
-72.980568;44.418517;JERICHO RD;Steel Corrugated;Good;24;24;60;Round
-72.047276154;44.298239788;GILCHREST LN;Steel Corrugated;Excellent;12;12;35;Round
-72.802526775;44.108598962;ROXBURY MOUNTAIN RD;Steel Corrugated;Good;18;18;70;Round
-73.102615317;43.111069953;BOROUGH RD;Plastic Corrugated;Good;18;18;22;Round
-73.0274311;43.656289722;OLYMPUS RD;Unknown;Unknown;0;0;44;Drop Inlet
-72.723282462;43.828538798;CAMPBELL RD;Plastic Smooth;Good;18;18;40;Round
-72.264709815;44.406066131;TAYLOR RD;Steel Corrugated;Fair;15;15;25;Round
-73.053403794;44.423589783;TERRACE DR;Steel Corrugated;Good;18;18;45;Round
-72.710437494;44.990412171;PLEASANT VIEW RD;Steel Corrugated;Critical;15;15;0;Round
-72.475517;43.486334;BROWNSVILLE HARTLAND RD;Concrete Sectional;Good;15;15;40;Round
-73.188789617;43.957631579;PEET RD;Plastic Corrugated;Excellent;36;36;40;Round
-72.528676708;43.124075365;WESTMINSTER WEST RD;Steel Corrugated;Good;18;18;60;Unknown
-72.741524841;43.89526553;LITTLE HOLLOW RD;Plastic Corrugated;Good;18;18;40;Round
-72.698281128;42.955702036;BEETLESTONE HILL RD;Steel Corrugated;Fair;18;18;30;Round
-72.628153349;43.419289881;THE HILL;Plastic Corrugated;Good;15;15;30;Round
-72.340119981;44.524514549;CENTER RD;Concrete Sectional;Fair;24;24;40;Round
-73.002199565;43.635339755;MCKINLEY AVE;Steel Corrugated;Good;18;18;47;Round
-72.537213296;43.522888471;CAPER HILL RD;Steel Corrugated;Excellent;18;18;30;Round
-71.900326468;44.459593213;KIRBY MOUNTAIN RD;Plastic Smooth;Good;15;15;60;Round
-72.1011787;44.62185694;BERRY HILL RD;Steel Corrugated;Fair;18;18;60;Round
-73.204422;43.633585;DRAKE RD;Steel Corrugated;Poor;24;24;27;Round
-72.020420511;44.518990025;S WHEELOCK RD;Steel Corrugated;Critical;15;15;20;Round
-71.688734653;44.49266872;LAKE RD;Plastic Smooth;Good;48;48;40;Round
-72.409002174;44.785680516;IRISH HILL RD;"Pipe, Plastic";Good;24;24;30;Round
-72.646090383;43.704251226;CHATEAUGUAY RD;Plastic Corrugated;Good;18;18;40;Round
-72.186100272;44.757506596;MAPLE HILL RD;Steel Corrugated;Excellent;24;24;96;Round
-72.83500231;44.837444829;CHESTER A ARTHUR RD;Steel Corrugated;Fair;12;12;35;Round
-72.19629314;44.934912456;PENNY LN;"Pipe, Plastic";Good;12;12;40;Round
-72.09380334;44.471904586;TAMPICO RD;Steel Corrugated;Excellent;12;12;50;Round
-73.265173826;43.784532314;KNOX HILL RD;Plastic Corrugated;Excellent;12;12;30;Round
-72.327845205;44.633762102;CRAFTSBURY RD;Steel Corrugated;Good;15;15;40;Round
-72.720923459;43.730305915;STONY BROOK RD;Steel Corrugated;Good;15;15;32;Round
-72.298577902;44.588487873;CRAFTSBURY RD;Steel Corrugated;Good;18;18;16;Round
-72.222066657;44.066778008;VILLAGE RD;Steel Corrugated;Fair;15;15;42;Drop Inlet
-73.202274508;43.280783967;PAWLET MOUNTAIN RD;Other;Excellent;18;18;40;Other
-73.101358311;43.84925171;FERSON RD;Plastic Corrugated;Good;15;15;53;Round
-72.099447278;44.430744876;PARKER RD;Steel Corrugated;Unknown;15;15;30;Drop Inlet
-72.365664617;43.761158349;BEAVER MEADOW RD;Steel Corrugated;Fair;18;18;35;Round
-72.428205653;44.408877384;KING POND RD;Steel Corrugated;Good;15;15;36;Round
-72.788357791;43.660092451;ROCKY RIDGE RD;Steel Corrugated;Good;15;15;40;Round
-72.577071629;43.476755078;MALAGASH RD;Plastic Corrugated;Good;15;15;20;Round
-72.423970033;44.658578797;COLLINSVILLE RD;Plastic Smooth;Good;15;15;40;Round
-72.349919956;43.658337331;WOODLAWN DR;"Pipe, Plastic";Good;18;18;40;Round
-72.62356126;43.207913172;PUTNAM FOREST RD;Plastic Smooth;Good;15;15;30;Round
-73.29718127;43.704457277;LAKE RD;Concrete Sectional;Good;54;72;40;Box
-72.795204832;43.311200374;LAWRENCE HILL RD;Plastic Smooth;Good;18;18;43;Round
-72.957974436;44.45317047;NASHVILLE RD;Steel Corrugated;Good;12;12;36;Round
-72.709661625;42.745893068;STARK MOUNTAIN RD;Plastic Smooth;Good;18;18;30;Round
-73.013382121;44.683293785;BUCK HOLLOW RD;Other;Unknown;36;36;50;Other
-73.221010481;44.356057706;MOUNT PHILO RD;Plastic Corrugated;Excellent;18;18;50;Round
-73.050394;43.599832;MARBLE ST;Plastic Smooth;Good;18;18;45;Round
-73.017804224;44.674105483;BUCK HOLLOW RD;Steel Corrugated;Excellent;18;18;40;Round
-72.302612955;43.704452315;MAIN ST;Steel Corrugated;Good;18;18;30;Round
-72.260599914;43.851103748;SAWNEE BEAN RD;Plastic Smooth;Good;18;18;60;Round
-72.595504;44.331138;CULVER HILL RD;Concrete Sectional;Good;30;30;25;Round
-72.629403495;44.551010594;LONG BRANCH CIR;Steel Corrugated;Poor;36;36;50;Round
-72.290380739;44.1008998;HONEY CORNERS RD;Steel Corrugated;Fair;16;16;25;Round
-72.983179;44.320324;HUNTINGTON WOODS RD;Steel Corrugated;Good;18;18;20;Round
-72.436664993;43.719307991;POMFRET RD;Concrete Poured;Good;120;408;32;Other
-72.699331407;43.326895374;LOVEJOY BROOK RD;Steel Corrugated;Good;72;72;20;Round
-72.753357183;44.954671919;LONGE RD;Steel Corrugated;Critical;15;15;55;Round
-72.479740107;43.533612739;BEST RD;Steel Corrugated;Good;18;18;30;Round
-72.617208632;43.175699208;HINKLEY BROOK RD;Plastic Smooth;Excellent;18;18;30;Round
-71.875040867;44.351142238;OLD COUNTY RD N;Steel Corrugated;Fair;12;12;24;Round
-72.127058789;44.647532509;NEW DUCK POND RD;Steel Corrugated;Good;15;15;21;Round
-72.573974188;42.844417481;MAPLE ST;Steel Corrugated;Fair;24;24;0;Round
-73.373018721;43.800530049;CHIPMANS POINT RD;Plastic Smooth;Excellent;18;18;38;Round
-72.60031577;44.072609673;SCHOOL HOUSE RD;"Pipe, Metal";Fair;12;12;25;Unknown
-72.622485795;43.081094544;STONE WALL RD;Plastic Smooth;Fair;18;18;20;Round
-72.327701247;44.650734829;ECHO HILL RD;Plastic Smooth;Good;12;12;40;Round
-72.735375481;44.04164226;BRAINTREE HILL RD;Steel Corrugated;Poor;15;15;40;Round
-72.658392067;44.12117495;LOVERS LN;Other;Poor;12;12;38;Other
-72.41845543;43.501727969;COUNTY RD;Steel Corrugated;Good;18;18;48;Round
-73.256598898;44.015814367;SNAKE MOUNTAIN RD;Steel Corrugated;Poor;24;24;28;Round
-72.497438802;43.089692434;MORSE BROOK RD;Steel Corrugated;Fair;12;12;28;Unknown
-71.783068797;44.572752372;GRANBY RD;Steel Corrugated;Good;24;24;50;Round
-72.889820769;43.10473968;MOUNTAIN RD;Plastic Smooth;Excellent;18;18;50;Round
-72.241302006;43.878054208;ROBINSON HILL RD;Steel Corrugated;Good;12;12;40;Round
-72.643763444;43.069666298;EAST HILL RD;Steel Corrugated;Good;60;60;35;Round
-72.632905596;43.889555829;FINDLEY BRIDGE RD;Plastic Smooth;Good;18;18;40;Round
-72.572326454;44.365975457;DOWNS RD;Steel Corrugated;Good;48;48;22;Round
-73.192808;44.33482;SPEAR ST;Plastic Corrugated;Excellent;15;15;40;Round
-72.372917225;44.382512127;CARPENTER RD;Steel Corrugated;Good;15;15;25;Round
-72.054870692;44.082340186;OXBOW RD;Other;Unknown;1;1;1;Unknown
-72.839743311;44.707128186;N CAMBRIDGE RD;Steel Corrugated;Unknown;12;12;25;Round
-72.498961475;44.82704027;HAZEN NOTCH RD;Steel Corrugated;Good;30;30;38;Round
-72.502364929;44.493755152;MERCIA RD;Steel Corrugated;Good;12;12;30;Round
-71.939360594;44.484009079;MUD HOLLOW RD;Steel Corrugated;Good;18;18;40;Round
-73.305111689;44.962258987;WEST SHORE RD;Steel Corrugated;Fair;12;12;20;Round
-72.051548357;44.537529243;S WHEELOCK RD;Steel Corrugated;Fair;18;18;20;Round
-72.750343789;44.712907935;CODDING HOLLOW RD;Plastic Corrugated;Excellent;24;24;30;Round
-72.875632298;45.012661236;GALLUP RD;Steel Corrugated;Urgent;999999;999999;30;Round
-73.268367;44.308957;FERRY RD;Steel Corrugated;Good;18;18;35;Round
-71.853292879;44.540512429;VICTORY HL;"Pipe, Plastic";Good;24;24;40;Round
-72.773424688;43.325847308;FELTON RD;Plastic Smooth;Excellent;18;18;25;Round
-72.897457285;44.862295335;TIFFANY RD;Steel Corrugated;Good;12;12;34;Round
-72.566077863;42.885965782;BLACK MOUNTAIN RD;Steel Corrugated;Fair;18;18;0;Round
-72.130871431;44.04158863;ROGERS HILL RD;Steel Corrugated;Good;96;0;70;Arch
-72.764722386;42.79767777;WHITNEYVILLE RD;Plastic Smooth;Good;15;15;30;Round
-72.861023709;44.120551331;W HILL RD;Steel Corrugated;Good;18;18;48;Round
-72.620711619;43.218812322;HALL RANCH RD;Plastic Smooth;Excellent;18;18;40;Round
-72.470473651;44.206121153;SUGAR WOODS RD;Plastic Smooth;Good;15;15;40;Round
-72.559622;43.939534;SILLOWAY RD;Steel Corrugated;Good;15;15;32;Round
-72.602353157;43.645194952;N BRIDGEWATER RD;Steel Corrugated;Good;48;48;40;Round
-73.130193191;44.43326655;WALKER HILL RD;Steel Corrugated;Fair;15;15;41;Round
-72.848180318;43.200761327;LIVERMORE MILLS RD;Plastic Smooth;Excellent;15;15;40;Round
