longitude;latitude;Road name;Culvert material;Overall condition;Height (in.);Width (in.);Length (ft.);Culvert type
-73.117945794;43.062984769;NORTH RD;Plastic Corrugated;Poor;15;15;40;Round
-73.181749184;44.634921178;CIRCLE RD;Steel Corrugated;Critical;12;12;53;Drop Inlet
-72.507575327;43.626267811;CHARLES ST;Steel Corrugated;Good;18;18;18;Drop Inlet
-72.36202996;43.680712337;JERICHO RD;Other;Good;48;48;40;Round
-72.547099;43.370387;BALTIMORE RD;Plastic Smooth;Good;16;16;10;Round
-72.087723929;44.276336113;PEARLMONT RD;Steel Corrugated;Excellent;18;18;35;Round
-73.21587972;42.752170381;EVERGREEN PARK;Concrete Sectional;Poor;18;18;60;Round
-73.006126968;43.593827542;TRAVIS TER;Steel Corrugated;Poor;15;15;26;Other
-72.778518581;44.60074875;SMUGGLERS VIEW RD;Plastic Corrugated;Fair;15;15;40;Round
-73.052755;43.781202;MCCONNELL RD;Steel Corrugated;Fair;15;15;38;Round
-72.444281984;43.665108333;PINGREE LN;"Pipe, Plastic";Good;32;34;40;Round
-72.260715432;44.045109755;BROOK RD;Plastic Smooth;Good;15;15;45;Round
-72.768293569;44.064809249;W HILL RD;Plastic Corrugated;Good;15;15;20;Round
-72.912201206;44.746312311;HOWRIGAN RD;Steel Corrugated;Fair;36;36;32;Round
-73.348310003;44.882964425;SCHOOL ST;Metal - undefined type;Good;12;12;20;Round
-73.257106046;43.785280104;KNOX HILL RD;Steel Corrugated;Fair;15;15;24;Round
-72.060909258;44.450459979;GOSS HOLLOW RD;Plastic Smooth;Good;18;18;42;Round
-72.781652605;43.893380732;EDWINS POND RD;Plastic Corrugated;Poor;18;18;40;Round
-72.984496228;44.704307952;WOODWARD RD;Steel Corrugated;Fair;15;15;40;Round
-72.749082696;44.070131785;OXBOW RD;Steel Corrugated;Poor;12;12;30;Round
-72.953450698;42.885215383;SLEEPY HOLLOW RD;Steel Corrugated;Good;18;18;40;Round
-73.341255202;44.718580573;WEST SHORE RD;Steel Corrugated;Good;24;24;35;Round
-72.529165;43.960068;CHELSEA MOUNTAIN RD;Steel Corrugated;Fair;15;15;47;Round
-73.240283536;42.780750478;BURRINGTON RD;Plastic Smooth;Good;18;18;30;Round
-72.148758433;44.272252857;SCHOOLHOUSE RD;Steel Corrugated;Excellent;18;18;32;Round
-72.307816456;44.424234408;S WALDEN RD;Steel Corrugated;Poor;18;18;56;Round
-72.713048;43.521438;LYNDS HILL RD;Plastic Corrugated;Excellent;15;15;40;Round
-72.747785677;43.94569572;RIFORD BROOK RD;Plastic Corrugated;Good;18;18;50;Round
-72.147714261;43.931731481;LAKE MOREY RD;Plastic Smooth;Good;18;18;40;Round
-72.402158282;44.540367022;BUNKER HILL RD;Plastic Smooth;Good;18;18;26;Round
-73.258562229;44.196237947;AVERY RD;Steel Corrugated;Excellent;15;15;36;Round
-72.642948004;43.342230488;SMOKESHIRE RD;Steel Corrugated;Fair;18;18;48;Round
-71.794284675;44.533267152;RIVER RD;Steel Corrugated;Good;24;24;40;Round
-72.2722485;44.353319244;LOVELY RD;Steel Corrugated;Fair;15;15;30;Round
-72.476135231;44.137111424;ROBAR RD;Plastic Corrugated;Good;18;18;40;Round
-72.583822568;42.852078111;ORCHARD ST;"Pipe, Plastic";Excellent;12;12;60;Round
-72.521103281;43.351973156;SOARING PINES DR;Steel Corrugated;Poor;15;15;24;Round
-73.147425908;43.857442422;OLD JERUSALEM RD;Steel Corrugated;Fair;15;15;37;Round
-72.328846485;43.717731971;BRAGG HILL RD;Steel Corrugated;Good;72;72;60;Round
-72.547180843;44.02222094;CEMETERY ST;"Pipe, Metal";Fair;24;24;30;Unknown
-72.506017;43.511;BRYANT RD;Stone;Poor;24;24;36;Box
-73.312155356;43.973876229;SHORT ST;Steel Corrugated;Excellent;18;18;40;Round
-72.674054284;42.940029352;SUNSET LAKE RD;Plastic Smooth;Good;24;24;25;Round
-72.845519068;44.811764728;COUNTY RD;Steel Corrugated;Fair;12;12;30;Round
-72.736225895;43.173368113;OLD FARM RD;Plastic Smooth;Good;15;15;40;Round
-72.84916;44.233326;Add Road Name in App;Steel Corrugated;Fair;18;18;55;Round
-72.392880161;44.903603016;LOOP RD;Steel Corrugated;Fair;24;24;50;Round
-72.262629904;44.154972337;DOWNING RD;Steel Corrugated;Fair;12;12;25;Round
-72.412235433;44.174880684;GEORGE ST;Plastic Corrugated;Excellent;18;18;40;Round
-72.688607412;42.771032804;JACKSONVILLE STAGE RD;Steel Corrugated;Good;30;30;40;Round
-72.638753681;43.370119055;BAILEY HILL RD;Unknown;Unknown;999;999;999;Unknown
-72.6458464;43.482067197;RIST HILL RD;Steel Corrugated;Good;36;36;40;Round
-72.30955352;43.720070702;MAIN ST;Steel Corrugated;Fair;18;18;40;Round
-72.637494214;42.835817487;GOODENOUGH RD;Steel Corrugated;Fair;15;15;0;Round
-72.576229482;43.089207566;VALLEY CEMETERY RD;Steel Corrugated;Poor;36;36;30;Round
-72.864913;44.410207;BOLTON VALLEY ACCESS RD;Steel Corrugated;Good;18;18;50;Round
-72.519388113;43.622431951;SCHOOL ST;"Pipe, Plastic";Critical;8;8;8;Drop Inlet
-72.590147775;43.751626897;ROYALTON TPKE;Steel Corrugated;Good;18;18;40;Round
-73.188108;44.315615;SPEAR ST;Steel Corrugated;Good;15;15;30;Round
-73.261730919;42.809897669;SKIPAREE RD;Steel Corrugated;Good;24;24;24;Round
-72.868521777;44.58847781;IRISH SETTLEMENT RD;Steel Corrugated;Good;30;30;30;Round
-72.649305046;44.50654647;ALLAN RIDGE RD;Steel Corrugated;Excellent;15;15;45;Round
-72.693250185;43.855581124;DUNHAM RD;Plastic Smooth;Fair;18;18;30;Round
-72.537042989;43.514369865;SPEAR CEMETERY RD;Steel Corrugated;Good;15;15;38;Round
-73.294950959;43.703955021;MILL POND RD;Steel Corrugated;Fair;18;18;30;Round
-72.180531505;44.751461655;MAIN ST;Concrete Sectional;Good;0;0;0;Drop Inlet
-72.684095987;43.116091805;BACK WINDHAM RD;Plastic Smooth;Excellent;18;18;30;Round
-73.213606775;44.419348509;PINE HAVEN SHORES RD;Steel Corrugated;Fair;15;15;37;Round
-72.835440706;43.979417137;MASTON HL;Plastic Corrugated;Fair;18;18;40;Round
-73.094783;43.760252;FLORENCE RD;Plastic Smooth;Good;15;15;63;Round
-71.710025498;44.50416919;POND HILL RD;Steel Corrugated;Fair;12;12;30;Round
-73.120216;43.825772;ARNOLD DISTRICT RD;Steel Corrugated;Critical;12;12;29;Round
-72.607305;44.366667;WEST HILL RD;Steel Corrugated;Fair;15;15;40;Round
-72.827491509;44.926886872;COLTON RD;Plastic Corrugated;Good;15;15;26;Round
-71.973953154;44.505286334;RED VILLAGE RD;Concrete Sectional;Good;24;24;56;Round
-72.223577611;43.943646345;MIDDLEBROOK RD;Steel Corrugated;Poor;16;16;30;Round
-72.36749031;44.428161081;CABOT RD;Steel Corrugated;Closed;15;15;35;Round
-71.8237694;44.415668916;BOMBARD RD;Steel Corrugated;Good;15;15;40;Round
-72.689744382;44.605251504;UPPER FRENCH HILL RD;Steel Corrugated;Good;18;18;40;Round
-72.824451038;43.773860041;UPPER MICHIGAN RD;Plastic Smooth;Excellent;18;18;32;Round
-72.236567955;44.418753145;W SHORE RD;Plastic Corrugated;Good;18;18;45;Round
-73.376995;44.048369;JERSEY ST S;Plastic Corrugated;Good;24;24;62;Round
-72.585271005;43.120836988;ERNST RD;Plastic Smooth;Good;18;18;40;Round
-72.530016295;43.616818777;SHURTLEFF LN;Plastic Corrugated;Good;15;15;35;Round
-72.148258407;44.475842882;COLES POND RD;Steel Corrugated;Fair;15;15;35;Round
-72.606888031;43.377697776;WHITES HILL RD;Plastic Corrugated;Poor;15;15;32;Round
-72.619277242;43.47955047;TYSON RD;Steel Corrugated;Good;18;18;80;Round
-73.067028377;42.892962789;BEACH RD;Plastic Corrugated;Fair;12;12;22;Round
-73.229950114;44.979464037;ALBURGH SPRINGS RD;Steel Corrugated;Fair;12;12;30;Round
-73.105855808;44.335552353;MULBERRY LN;Plastic Corrugated;Good;12;12;8;Round
-72.704275574;43.840045601;DARTT HILL RD;Plastic Smooth;Good;18;18;30;Round
-72.69884978;44.629441107;LENDWAY LN;Steel Corrugated;Poor;16;16;30;Round
-72.161285573;44.259690175;FARROW DR;Steel Corrugated;Poor;12;12;16;Round
-72.785334359;44.21406;NORTH RD;Plastic Corrugated;Fair;18;18;40;Round
-72.559205;43.72812;ASHLEY RD;Plastic Smooth;Excellent;18;18;40;Round
-73.053284486;42.76351581;FORGETTE RD;Steel Corrugated;Good;15;15;25;Round
-72.090597008;44.587616351;VERTICAL MILE RD;Steel Corrugated;Good;15;15;92;Round
-73.062097;43.785244;WOOD LN;Plastic Smooth;Fair;12;12;18;Round
-72.261575494;44.722420991;KING RD;Steel Corrugated;Fair;30;30;50;Round
-73.117840279;44.526195348;DISCOVERY RD;Steel Corrugated;Critical;18;18;30;Round
-72.262527313;44.284032621;BOULDER BEACH RD;Steel Corrugated;Good;60;180;40;Ellipse/Squashed
-72.397919037;43.812793209;DOWNER RD;Steel Corrugated;Good;18;18;40;Round
-72.979451618;44.423846229;JERICHO RD;Steel Corrugated;Closed;18;18;20;Round
-72.558889821;43.214167393;LOUIS MARSHALL RD;Steel Corrugated;Good;15;15;20;Round
-72.767731896;42.777530655;BRANCH RD;Steel Corrugated;Good;15;15;40;Round
-72.748665287;43.039337497;E HILL RD;Plastic Smooth;Good;18;18;20;Round
-73.15064;43.329646;HERRICK BROOK RD;Plastic Smooth;Good;18;18;68;Round
-72.477542752;42.978773056;PRIEST DR;Plastic Smooth;Excellent;18;18;40;Round
-72.133956408;44.887024283;SALEM DERBY RD;Steel Corrugated;Excellent;18;18;40;Round
-72.772525053;42.786526689;REED HILL RD;Plastic Smooth;Excellent;15;15;30;Round
-73.311328835;44.60961418;MARTIN RD;Steel Corrugated;Good;24;24;19;Round
-72.374489502;43.815418937;DOWNER RD;Concrete Sectional;Good;24;48;40;Box
-72.706985579;42.935814801;DOVER RD;Plastic Smooth;Good;15;18;200;Drop Inlet
-72.449757549;44.987802314;N JAY RD;Steel Corrugated;Poor;12;12;20;Round
-72.069013242;44.4879827;HOUGHTON BRIDGE RD;Plastic Smooth;Good;18;18;50;Round
-73.148179;43.693324;SAINT JOHN RD;Plastic Smooth;Good;18;18;35;Round
-72.839938875;42.904782765;HIGLEY HILL RD;Plastic Smooth;Excellent;18;18;42;Round
-72.875176414;44.641550855;LOWER PLEASANT VALLEY RD;Steel Corrugated;Fair;18;18;40;Round
-72.68387571;42.817639224;HALE RD;Steel Corrugated;Good;24;24;30;Round
-72.569403797;42.935127335;EAST WEST RD;Steel Corrugated;Good;21;21;70;Round
-72.159938819;44.137635933;COREY HILL RD;Steel Corrugated;Good;15;15;40;Round
-72.606447731;43.230649502;GRAFTON RD;Plastic Corrugated;Good;18;18;40;Round
-72.476640621;43.03306943;TRAIL RD;Steel Corrugated;Fair;15;15;18;Unknown
-72.824841365;44.611011363;STEBBINS RD;Steel Corrugated;Poor;15;15;40;Round
-72.328745457;43.753192936;TURNPIKE RD;Steel Corrugated;Poor;15;15;35;Round
-72.209761693;44.784792727;MAY FARM RD;Plastic Corrugated;Fair;15;15;30;Round
-72.083605685;44.763556441;PEENE HILL RD;Plastic Smooth;Good;18;18;45;Round
-72.91288157;44.619245933;BILL COOK RD;Steel Corrugated;Good;24;24;40;Round
-72.219599016;44.773008916;LEBLANC RD;Steel Corrugated;Excellent;12;12;35;Round
-72.613899;43.963416;RIDGE RD;Steel Corrugated;Fair;18;18;30;Round
-73.206503249;42.775612079;LADD RD;Steel Corrugated;Urgent;18;18;30;Round
-72.722831481;43.400634899;KOMULA DR;Plastic Corrugated;Excellent;15;15;40;Round
-72.555137179;42.801355636;FRANKLIN RD;Plastic Smooth;Good;24;24;60;Round
-72.657181;44.247371;JONES BROOK RD;Steel Corrugated;Good;18;18;42;Round
-73.078467612;44.535444585;BRIGHAM HILL RD;Steel Corrugated;Critical;15;15;100;Round
-72.579924457;44.648254058;JONES RD;Steel Corrugated;Fair;24;24;56;Round
-72.817828;44.238273;N FAYSTON RD;Steel Corrugated;Poor;24;24;70;Round
-72.341305648;44.38809461;DUCHARME RD;Steel Corrugated;Closed;15;15;35;Round
-72.951918037;43.488974965;EAST ST;Steel Corrugated;Urgent;15;15;24;Round
-72.94915062;44.549585863;MOUNT VISTA RD;Steel Corrugated;Poor;12;12;30;Round
-72.604259657;43.170233907;ROUTE 121 E;Steel Corrugated;Fair;18;18;52;Round
-73.255595;44.298365;GREENBUSH RD;Plastic Corrugated;Good;15;15;30;Round
-72.01513972;44.537634527;COLLEGE RD;Plastic Smooth;Fair;15;15;50;Drop Inlet
-72.69238548;44.627406657;UPPER FRENCH HILL RD;Plastic Corrugated;Good;18;18;45;Round
-72.585274591;42.83399209;GUILFORD ST;Plastic Smooth;Good;18;18;40;Round
-73.241339;44.107033;HALLOCK RD;Steel Corrugated;Good;55;86;51;Ellipse/Squashed
-72.963819339;42.91964511;SOMERSET RD;Plastic Smooth;Excellent;18;18;34;Round
-72.199291158;44.075627751;FULTON RD;Steel Corrugated;Good;24;24;40;Round
-72.867868299;43.064318689;W JAMAICA RD;Plastic Smooth;Excellent;18;18;30;Round
-73.213881745;44.25937212;OLD HOLLOW RD;Concrete Sectional;Good;12;12;60;Round
-72.756607411;43.619338963;MISSION FARM RD;Steel Corrugated;Critical;15;15;10;Round
-72.635863893;44.957773116;BRIDGMAN RD;Steel Corrugated;Critical;18;15;999999;Ellipse/Squashed
-72.55145784;44.603868171;RICHARDSON RD;Steel Corrugated;Fair;18;18;33;Round
-72.256883582;44.360715377;HOUGHTON RD;Aluminum Corrugated;Good;18;18;30;Round
-72.459040229;44.185997409;NUISSL RD;Plastic Corrugated;Good;30;30;50;Round
-72.701485589;43.076385976;WINSLOW DR;Plastic Smooth;Good;18;18;40;Round
-71.7144473;44.429208596;GILMAN FARM RD;Steel Corrugated;Good;12;12;46;Round
-72.045049278;44.447806046;OLD PRUE RD;Steel Corrugated;Good;36;36;56;Round
-72.807884656;43.338288701;GREENDALE RD;Steel Corrugated;Fair;15;15;24;Round
-73.330136666;44.20177278;KELLOGG BAY RD;"Pipe, Metal";Fair;40;48;36;Ellipse/Squashed
-72.29769126;43.832309257;ROUTE 132;Plastic Smooth;Excellent;18;18;40;Round
-72.50676832;43.62682255;E WOODSTOCK RD;Steel Corrugated;Good;12;12;12;Round
-72.085011898;44.532799839;COLD HILL RD;Plastic Smooth;Good;12;12;20;Round
-73.143606;43.498428;NORTON RD;Plastic Smooth;Good;18;18;30;Round
-72.343037348;44.005534766;CEMETERY RD;Steel Corrugated;Fair;15;15;1;Round
-72.782000578;44.284909562;RYAN RD;Steel Corrugated;Fair;48;48;45;Round
-72.903215509;44.99854133;MIDDLE RD;Steel Corrugated;Poor;12;12;30;Round
-72.891737408;44.624073421;CADY HILL RD;Unknown;Poor;24;24;40;Round
-72.804765748;43.019866872;GILFEATHER RD;Plastic Smooth;Good;24;24;30;Round
-72.592749391;42.864605662;ORCHARD ST;Plastic Corrugated;Good;15;15;0;Round
-72.049030751;44.536043432;S WHEELOCK RD;Steel Corrugated;Poor;15;15;24;Round
-72.568692453;42.982288861;WEST HL;Steel Corrugated;Fair;18;18;55;Round
-72.776169199;43.262342568;PIPER HILL RD;Steel Corrugated;Excellent;18;18;40;Round
-72.285467258;43.868896016;COLBY RD N;Steel Corrugated;Fair;48;48;40;Round
-72.096070617;44.309985347;W BARNET RD;Steel Corrugated;Excellent;18;18;60;Round
-72.980662287;44.502418737;GRISWOLD ST;Steel Corrugated;Closed;12;12;20;Round
-72.681924144;44.080273242;TAYLOR RD;Plastic Corrugated;Good;18;18;31;Round
-72.380367924;44.885922543;BOUDREAU RD;Steel Corrugated;Poor;12;12;36;Round
-71.943801086;44.475760281;MUD HOLLOW RD;Steel Corrugated;Good;72;72;40;Round
-73.320659144;43.775637185;BROCK LN;Steel Corrugated;Good;18;18;40;Round
-72.744750493;42.757928542;STOWE MOUNTAIN RD;Plastic Smooth;Good;24;24;30;Round
-72.48655;43.4927;KNOB HILL RD;Plastic Corrugated;Good;15;15;35;Round
-72.441439916;44.016925407;PEPPER RD;Steel Corrugated;Good;12;12;30;Round
-73.190216621;44.174905576;Unknown;Steel Corrugated;Excellent;15;15;40;Round
-73.270952822;44.886641648;BRIDGE RD;Plastic Corrugated;Good;18;18;40;Round
-72.746790861;43.154529057;GOLDING RD;Steel Corrugated;Fair;18;18;30;Round
-73.102976;43.792711;PEARL ST;Plastic Smooth;Fair;18;18;32;Round
-73.113276169;43.092894111;FLYNN HOLLOW RD;Other;Unknown;24;24;40;Round
-72.095918419;44.851621416;CHILAFOUX RD;Steel Corrugated;Good;12;12;29;Round
-72.563843999;43.859590938;POST FARM RD;Steel Corrugated;Fair;24;24;30;Round
-72.971589;43.707793;AGER RD;Plastic Smooth;Good;24;24;43;Round
-72.757010257;44.911265285;BOSTON POST RD;Plastic Corrugated;Excellent;48;48;50;Round
-72.445082585;44.003937022;UPPER VILLAGE RD;Steel Corrugated;Good;15;15;50;Round
-73.014758341;43.603458151;Unknown;Steel Corrugated;Fair;24;24;100;Round
-72.947195582;44.563351856;REPA RD;Steel Corrugated;Poor;24;24;40;Round
-71.795043256;44.447640865;BEACH DR;Steel Corrugated;Fair;18;18;40;Round
-73.002687813;44.504463467;WALSH TER;Plastic Corrugated;Good;24;24;44;Round
-73.252587714;43.962678312;WEST ST;Steel Corrugated;Fair;10;10;40;Round
-72.406253447;44.788471597;IRISH HILL RD;Steel Corrugated;Good;72;72;37;Round
-72.1408769;44.394045514;PEACHAM RD;Plastic Corrugated;Excellent;18;18;41;Round
-72.875194681;44.201131507;FARM RD;Plastic Corrugated;Good;36;36;40;Round
-72.887218949;43.132754058;UPPER TAYLOR HILL RD;Steel Corrugated;Good;15;15;40;Round
-72.982867062;44.462482516;BARBER FARM RD;Steel Corrugated;Good;18;18;30;Round
-71.915073751;44.801361381;FIVE MILE SQUARE RD;Steel Corrugated;Unknown;96;288;96;Ellipse/Squashed
-72.63648506;44.955429429;S RICHFORD RD;Steel Corrugated;Fair;12;12;30;Round
-72.32690563;43.818201423;NEW BOSTON RD;Plastic Smooth;Good;18;18;60;Round
-73.194405651;44.974798275;CHURCH RD;Plastic Corrugated;Good;14;14;35;Round
-72.646293;43.983435;HOWARD HILL RD;Plastic Corrugated;Good;24;24;40;Round
-71.965934186;44.999571623;HOLLAND POND RD;Steel Corrugated;Poor;12;12;32;Round
-72.957086;44.259815;MOODY RD;Plastic Corrugated;Good;12;12;22;Round
-72.600106398;42.936897586;GREEN MOUNTAIN CAMP RD;Steel Corrugated;Good;15;15;25;Round
-72.503437734;43.845961404;JIGGER HILL RD;Steel Corrugated;Fair;15;15;16;Round
-72.529627131;43.988494262;HALFWAY BROOK RD;"Pipe, Metal";Good;16;16;40;Unknown
-71.992853228;44.469122017;BIBLE HILL RD;"Aluminum, wrought iron, or cast iron";Good;15;15;60;Round
-72.421319977;43.650158329;WILLARD RD;"Pipe, Plastic";Good;48;48;40;Round
-73.070586;43.714621;FIRE HILL RD;Plastic Smooth;Good;36;36;43;Round
-72.111865528;44.868485717;WHEELER RD;Plastic Smooth;Fair;18;18;40;Round
-72.841884506;43.289620065;CODY RD;Metal - undefined type;Poor;12;12;28;Round
-72.409149059;44.340247575;SADIE FOSS RD;Steel Corrugated;Good;18;18;30;Round
-71.950847325;44.386437929;DUCK POND RD;Steel Corrugated;Fair;24;24;50;Round
-72.624342541;44.609652605;CRICKET HILL RD;Steel Corrugated;Critical;15;15;32;Round
-72.566036765;44.412714698;HANCOCK BROOK RD;Steel Corrugated;Fair;15;15;34;Round
-72.978271;44.421215;JERICHO RD;Concrete Sectional;Fair;24;24;70;Round
-72.345137654;44.35961743;MCCRILLIS RD;Steel Corrugated;Fair;12;12;30;Round
-73.106443602;43.085198227;COBBS RD;Steel Corrugated;Excellent;18;18;36;Round
-72.983729;44.175743;ROBERT YOUNG RD;Steel Corrugated;Fair;18;18;35;Round
-72.791365459;43.058158752;S HILL RD;Steel Corrugated;Fair;15;15;40;Round
-72.69165246;44.131036952;SMITH HILL RD;Other;Good;48;48;60;Other
-72.926051118;44.583806919;N UNDERHILL STATION RD;Steel Corrugated;Poor;12;12;30;Round
-72.583909;43.933784;SILLOWAY RD;Steel Corrugated;Fair;15;15;34;Round
-72.643106521;43.217818011;STAGECOACH RD;Plastic Smooth;Fair;15;15;28;Round
-73.261041606;43.784708444;KNOX HILL RD;Steel Corrugated;Fair;24;24;29;Round
-72.359644959;43.623268321;NEAL RD;"Pipe, Plastic";Good;15;15;35;Round
-72.906114013;44.511037767;RIVER RD;Concrete Sectional;Fair;24;24;30;Round
-72.514435137;43.626804923;PLEASANT ST;Concrete Sectional;Good;12;12;12;Drop Inlet
-72.166428362;44.336100449;WILLOW BROOK RD;Steel Corrugated;Good;12;12;35;Round
-72.667927806;43.024297246;WISWALL HILL RD;Steel Corrugated;Fair;18;18;0;Round
-72.420387893;43.538722877;RICE RD;Steel Corrugated;Good;15;15;40;Round
-72.44562738;44.998976201;JOURNEYS END RD;Steel Corrugated;Poor;24;24;22;Round
-72.221882112;44.663751756;SHADOW LAKE RD;Steel Corrugated;Fair;18;18;35;Round
-72.136333195;44.745400859;REYNOLDS LN;Steel Corrugated;Fair;12;12;24;Round
-72.843129125;43.989803201;POST OFFICE HL;Steel Corrugated;Good;18;18;32;Round
-73.105999657;44.805428143;MICHELLE DR;Steel Corrugated;Fair;15;15;100;Round
-72.90352678;43.936664932;TEXAS FALLS RD;Steel Corrugated;Unknown;15;15;48;Round
-72.716435;44.283026;MORETOWN COMMON RD;Steel Corrugated;Good;18;18;40;Round
-72.745513294;43.032872835;TOWNSHEND DAM RD;Concrete Sectional;Good;30;30;30;Round
-72.785198295;43.187874831;UNDER THE MOUNTAIN RD;Plastic Smooth;Excellent;18;18;40;Round
-72.012341632;44.747983506;LONG POND RD;Steel Corrugated;Fair;15;15;17;Round
-72.566566559;43.719698214;LIME POND RD;Steel Corrugated;Good;15;15;40;Round
-73.080819462;45.004045763;HUMPHREY RD;Other;Good;18;18;20;Other
-72.581430596;43.846751038;SLACK HILL RD;Plastic Corrugated;Good;15;15;30;Round
-72.545727314;43.810573577;BACK RIVER RD;Steel Corrugated;Good;24;24;60;Round
-72.722412635;43.192280132;WINDHAM HILL RD;Steel Corrugated;Good;72;72;70;Round
-72.629913;43.913281;FISH HILL RD;Steel Corrugated;Fair;15;15;20;Round
-72.471132;43.89978;STRAFFORD RD;Plastic Corrugated;Good;24;24;40;Round
-72.893136459;42.878856879;HAYSTACK RD;Plastic Smooth;Good;18;18;35;Round
-72.989871085;44.480234811;SCHILLHAMMER RD;Steel Corrugated;Fair;15;15;20;Round
-71.938956536;44.647327786;BROOK RD;Steel Corrugated;Fair;12;12;34;Round
-71.7082939;44.480144281;KIMBALL RD;Plastic Smooth;Excellent;18;18;30;Round
-73.152898882;44.058837489;RIVER RD;Steel Corrugated;Fair;15;15;39;Round
-72.793214339;43.6550626;PRISCILLA LN;Steel Corrugated;Poor;18;18;30;Round
-72.712788661;43.425981236;BUTTERMILK FALLS RD;"Pipe, Plastic";Excellent;12;12;38;Round
-72.659608347;44.638086507;SINCLAIR RD;Steel Corrugated;Good;16;16;32;Round
-72.737914;43.995496;THRESHER RD;Plastic Corrugated;Good;18;18;40;Round
-72.398593951;43.485210637;PARADISE PARK RD;Steel Corrugated;Good;66;66;28;Round
-73.09279731;43.99708702;MUNSON RD;Other;Good;36;36;30;Round
-72.248944046;44.053307918;PIKE HILL RD;Steel Corrugated;Poor;36;36;30;Round
-72.579121182;42.891868829;BLACK MOUNTAIN RD;Other;Poor;12;12;0;Round
-73.343035;44.149291;ADAMS FERRY RD;Plastic Smooth;Poor;15;15;40;Round
-73.057519146;45.006303006;BALLARD RD;Other;Fair;18;18;40;Other
-73.322667657;44.182131548;JERSEY ST;Plastic Corrugated;Good;24;24;40;Round
-72.875598452;43.108249271;PIKE FALLS RD;Steel Corrugated;Good;30;30;36;Round
-72.961007405;44.451057729;FIELDS LN;Steel Corrugated;Critical;20;20;41;Round
-72.585747428;43.622168882;COX DISTRICT RD;Steel Corrugated;Poor;18;18;40;Round
-72.249003496;44.625758312;TAMARACK RANCH RD;Steel Corrugated;Good;12;12;14;Round
-72.533462353;43.058263424;BUMP RD;Steel Corrugated;Fair;15;15;26;Unknown
-72.27393751;44.060654306;HOOTS PL;Plastic Corrugated;Fair;18;18;32;Round
-72.493542495;42.747540988;NEWTON RD;Plastic Smooth;Good;18;18;60;Round
-73.224838;44.310189;MOUNT PHILO RD;Plastic Corrugated;Fair;15;15;30;Round
-72.806369523;43.31479522;MOSES POND RD;Steel Corrugated;Fair;18;18;32;Round
-72.467767;43.466134;HOTEL RD;Steel Corrugated;Good;18;18;53;Round
-73.040134668;44.556732294;PETTINGILL RD;Steel Corrugated;Good;15;15;45;Round
-72.380639965;43.681822338;RUNNALS RD;"Pipe, Plastic";Good;12;12;30;Round
-72.327649152;43.750081843;TURNPIKE RD;Steel Corrugated;Fair;15;15;35;Round
-72.043664597;44.892264806;GRATTON HILL RD;Steel Corrugated;Good;48;48;40;Round
-72.759041325;44.861934738;TYLER BRANCH RD;Steel Corrugated;Good;15;15;43;Round
-72.285354877;44.863138754;CHILAFOUX RD;Steel Corrugated;Fair;12;12;26;Round
-72.54421614;43.568942102;GREENE RD;Plastic Corrugated;Fair;15;15;30;Round
-73.197841544;42.796117217;BARBER POND RD;Steel Corrugated;Poor;15;15;20;Round
-72.615889369;44.510797112;STANCLIFF RD;Steel Corrugated;Poor;12;12;40;Round
-73.130068441;44.637928693;RED CLOVER WAY;Steel Corrugated;Poor;18;18;50;Round
-72.827386578;43.756456926;LOOKOUT RD;Plastic Corrugated;Good;24;24;50;Round
-72.078480916;44.411436419;WINN HIGH DR;Steel Corrugated;Excellent;12;12;30;Round
-72.766755078;43.621141891;RIM RD;Plastic Smooth;Excellent;18;18;50;Round
-73.028;44.75755;CADIEUX RD;Steel Corrugated;Excellent;15;15;40;Round
-72.670670561;44.139976681;TERRY HILL RD;Other;Closed;12;12;30;Other
-72.909797784;44.613662336;DOWNS RD;"Pipe, Plastic";Good;24;24;30;Round
-73.023825;44.39871;Edit in the 'Road name (other)' field;Plastic Corrugated;Good;24;24;40;Round
-73.037165537;43.662048031;PINE ST;Unknown;Unknown;0;0;121;Unknown
-73.211175921;44.649751953;EVEREST RD;Plastic Corrugated;Good;18;18;30;Round
-72.457351987;44.531940597;E ELMORE RD;Plastic Corrugated;Good;15;15;22;Round
-72.670882261;43.281920437;POTASH BROOK RD;Steel Corrugated;Fair;15;15;25;Round
-72.296563001;43.78135742;NORFORD LAKE RD;Steel Corrugated;Fair;48;48;35;Round
-72.208186022;44.011632127;SOUTH RD;Plastic Smooth;Good;24;24;50;Round
-72.844931535;43.929094567;BLAIR HL;Plastic Smooth;Good;15;15;40;Round
-72.546274554;43.420740099;OSCARSON RD;Steel Corrugated;Good;15;15;30;Round
-72.875065;44.644723;S MAIN ST;Steel Corrugated;Good;24;24;20;Drop Inlet
-72.651776479;43.780350611;MASTERSON RD;Steel Corrugated;Fair;12;12;40;Round
-72.629978416;43.686301371;LAKOTA RD;Steel Corrugated;Poor;12;12;30;Round
-73.254165519;42.830584756;MOUNT ANTHONY RD;Steel Corrugated;Excellent;18;18;99;Round
-72.960652801;42.772502406;BRANCH HILL RD;Plastic Smooth;Good;24;24;40;Round
-72.440457;43.941023;BICKNELL HILL RD;Steel Corrugated;Good;18;18;35;Round
-73.017317783;44.337800992;TEXAS HILL RD;Steel Corrugated;Good;18;18;18;Round
